player,runs_scored,balls_faced_total,fours,sixes,balls_faced_legal,matches_played,innings_batted,dismissals,not_outs,batting_average,strike_rate,boundary_runs,boundary_percentage,dot_balls_x,dot_ball_percentage_x,highest_score,fifties,hundreds,runs_conceded,balls_bowled_total,wickets,balls_bowled_legal,matches_bowled,innings_bowled,overs_bowled,bowling_average,bowling_strike_rate,economy_rate,maidens,dot_balls_y,dot_ball_percentage_y,fours_conceded,sixes_conceded,no_balls,wides,best_bowling_wickets,best_bowling_runs,catches,stumpings,run_outs,total_fielding,image_id,image_url
P Dubey,23,33,2,0,33,2,2,1,1,23,69.6969697,8,34.7826087,17,51.51515152,16,0,0,91,67,1,66,4,4,11,91,66,8.272727273,0,20,30.3030303,6,5,0,1,1,0,1,0,0,1,,
P Kumar,340,323,22,17,314,57,57,34,23,10,108.2802548,190,55.88235294,149,47.4522293,34,0,0,3342,2637,102,2525,119,119,420.5,32.76470588,24.75490196,7.941386139,12,1075,42.57425743,338,104,0,112,3,0,13,0,4,17,,
P Negi,365,301,27,16,289,35,35,22,13,16.59090909,126.2975779,204,55.89041096,112,38.75432526,36,0,0,954,733,38,716,42,42,119.2,25.10526316,18.84210526,7.994413408,0,237,33.10055866,57,47,0,17,4,0,16,0,4,20,322700,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/322700/322700.png"
P Parameswaran,1,3,0,0,2,2,2,0,2,0,50,0,0,1,50,1,0,0,226,159,9,155,8,8,25.5,25.11111111,17.22222222,8.748387097,0,64,41.29032258,23,10,0,4,3,0,0,0,0,0,,
P Prasanth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,6,0,6,1,1,1,0,0,18,0,3,50,0,3,0,0,0,0,0,0,0,0,,
P Ray Barman,19,25,2,0,24,1,1,1,0,19,79.16666667,8,42.10526316,11,45.83333333,19,0,0,56,24,0,24,1,1,4,0,0,14,0,2,8.333333333,3,4,0,0,0,0,0,0,0,0,,
P Sahu,19,13,1,1,13,2,2,0,2,0,146.1538462,10,52.63157895,4,30.76923077,18,0,0,152,107,3,105,5,5,17.3,50.66666667,35,8.685714286,0,24,22.85714286,11,5,0,2,2,0,0,0,0,0,,
P Simran Singh,756,528,78,41,517,34,34,33,1,22.90909091,146.2282398,558,73.80952381,230,44.48742747,103,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,,
P Suyal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154,107,2,100,5,5,16.4,77,50,9.24,0,36,36,16,5,0,7,1,0,1,0,0,1,,
PA Patel,2848,2442,365,49,2358,136,136,121,15,23.53719008,120.7803223,1754,61.58707865,997,42.28159457,81,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,16,10,95,322692,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/322600/322692.png"
PA Reddy,164,167,15,2,160,10,10,10,0,16.4,102.5,72,43.90243902,65,40.625,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,3,,
PBB Rajapaksa,277,201,22,15,191,13,13,12,1,23.08333333,145.026178,178,64.2599278,70,36.64921466,50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,,
PC Valthaty,505,432,61,20,418,23,23,22,1,22.95454545,120.8133971,364,72.07920792,216,51.67464115,120,2,1,207,153,7,151,10,10,25.1,29.57142857,21.57142857,8.225165563,0,44,29.13907285,15,7,0,2,4,0,3,0,0,3,,
PD Collingwood,203,159,9,13,156,7,7,4,3,50.75,130.1282051,114,56.15763547,57,36.53846154,75,3,0,101,90,5,89,6,6,14.5,20.2,17.8,6.808988764,0,24,26.96629213,4,3,0,1,2,0,3,0,0,3,319806,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/319800/319806.png"
PD Salt,653,385,74,34,372,21,21,19,2,34.36842105,175.5376344,500,76.56967841,131,35.21505376,89,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,3,20,383141,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/383100/383141.png"
PH Solanki,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,36,2,36,2,2,6,19.5,18,6.5,0,11,30.55555556,1,2,0,0,2,0,0,0,0,0,,
PJ Cummins,515,359,33,34,344,39,39,25,14,20.6,149.7093023,336,65.24271845,135,39.24418605,66,3,0,1976,1370,66,1320,58,58,220,29.93939394,20,8.981818182,3,467,35.37878788,185,77,0,50,4,0,15,0,2,17,316692,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/316600/316692.png"
PJ Sangwan,26,47,1,0,44,14,14,7,7,3.714285714,59.09090909,4,15.38461538,24,54.54545455,6,0,0,1267,905,44,862,42,42,143.4,28.79545455,19.59090909,8.819025522,1,319,37.00696056,127,43,0,43,3,0,8,0,2,10,340314,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/340300/340314.png"
PK Garg,273,247,16,9,241,19,19,18,1,15.16666667,113.2780083,118,43.22344322,88,36.51452282,51,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,11,339155,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/339100/339155.png"
PM Sarvesh Kumar,1,2,0,0,2,1,1,0,1,0,50,0,0,1,50,1,0,0,42,31,1,30,2,2,5,42,30,8.4,0,11,36.66666667,7,0,0,1,1,0,0,0,0,0,,
PN Mankad,97,75,13,2,73,5,5,3,2,32.33333333,132.8767123,64,65.97938144,30,41.09589041,64,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,,
PP Chawla,624,580,56,20,563,86,86,53,33,11.77358491,110.8348135,344,55.12820513,246,43.69449378,24,0,0,5179,3895,201,3852,191,191,642,25.76616915,19.1641791,8.066978193,1,1325,34.39771547,374,222,0,43,4,0,37,0,7,44,322272,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/322200/322272.png"
PP Ojha,16,45,0,0,45,19,19,9,10,1.777777778,35.55555556,0,0,30,66.66666667,3,0,0,2399,1945,99,1901,90,90,316.5,24.23232323,19.2020202,7.571804314,1,667,35.08679642,146,97,0,44,4,0,14,0,0,14,322694,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/322600/322694.png"
PP Shaw,1892,1321,238,61,1283,79,79,76,3,24.89473684,147.4668745,1318,69.66173362,484,37.72408418,99,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,18,322622,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/322600/322622.png"
PR Shah,92,97,9,2,91,9,9,8,1,11.5,101.0989011,48,52.17391304,44,48.35164835,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,1,14,,
PSP Handscomb,6,12,0,0,12,1,1,1,0,6,50,0,0,6,50,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,321688,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/321600/321688.png"
PV Tambe,18,39,1,0,39,6,6,1,5,18,46.15384615,4,22.22222222,24,61.53846154,7,0,0,866,674,28,660,33,33,110,30.92857143,23.57142857,7.872727273,0,204,30.90909091,64,28,0,14,4,0,1,0,0,1,,
PVD Chameera,43,32,3,3,28,7,7,3,4,14.33333333,153.5714286,30,69.76744186,12,42.85714286,17,0,0,442,297,11,284,13,13,47.2,40.18181818,25.81818182,9.338028169,0,122,42.95774648,51,18,0,13,3,1,2,0,0,2,,
PWH de Silva,72,80,7,1,73,14,14,10,4,7.2,98.63013699,34,47.22222222,33,45.20547945,18,0,0,758,557,36,552,26,26,92,21.05555556,15.33333333,8.239130435,1,202,36.5942029,43,49,0,5,5,0,1,0,2,3,,
Pankaj Singh,7,12,0,0,12,5,5,2,3,3.5,58.33333333,0,0,6,50,4,0,0,472,311,11,301,17,17,50.1,42.90909091,27.36363636,9.408637874,1,111,36.87707641,52,17,0,10,2,0,2,0,0,2,,
Parvez Rasool,17,20,1,0,20,4,4,2,2,8.5,85,4,23.52941176,7,35,10,0,0,273,200,4,198,11,11,33,68.25,49.5,8.272727273,0,60,30.3030303,22,11,0,2,1,0,3,0,0,3,322621,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/322600/322621.png"
Q de Kock,3160,2410,316,123,2355,107,107,98,9,32.24489796,134.1825902,2002,63.35443038,911,38.6836518,140,23,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,16,4,90,316668,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/316600/316668.png"
R Ashwin,800,698,61,28,675,89,89,57,32,14.03508772,118.5185185,412,51.5,244,36.14814815,50,1,0,5435,4679,198,4528,208,208,754.4,27.44949495,22.86868687,7.201855124,5,1552,34.27561837,316,203,0,151,5,0,41,0,3,44,316521,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/316500/316521.png"
R Bhatia,342,290,24,13,284,47,47,29,18,11.79310345,120.4225352,174,50.87719298,104,36.61971831,26,0,0,2059,1661,82,1638,91,91,273,25.1097561,19.97560976,7.542124542,1,436,26.61782662,120,68,0,23,4,0,23,0,3,26,,
R Bishnoi,19,17,1,2,17,3,3,3,0,6.333333333,111.7647059,16,84.21052632,11,64.70588235,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,,
R Dhawan,210,188,18,7,187,22,22,10,12,21,112.2994652,114,54.28571429,84,44.9197861,25,0,0,922,693,27,665,36,36,110.5,34.14814815,24.62962963,8.318796992,1,205,30.82706767,71,27,0,28,2,0,13,0,3,16,380692,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/380600/380692.png"
R Dravid,2174,1918,269,28,1882,82,82,75,7,28.98666667,115.5154091,1244,57.22171113,783,41.60467588,75,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,8,26,319948,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/319900/319948.png"
R Goyal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,24,0,24,1,1,4,0,0,8.5,0,6,25,1,2,0,0,0,0,1,0,0,1,359771,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/359700/359771.png"
R McLaren,159,178,14,1,171,13,13,8,5,19.875,92.98245614,62,38.99371069,69,40.35087719,51,1,0,558,372,14,357,18,18,59.3,39.85714286,25.5,9.378151261,0,116,32.4929972,69,11,0,15,3,1,5,0,1,6,320387,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/320300/320387.png"
R Ninan,3,6,0,0,6,1,1,1,0,3,50,0,0,3,50,3,0,0,65,36,3,36,2,2,6,21.66666667,12,10.83333333,0,8,22.22222222,3,5,0,0,2,0,1,0,0,1,,
R Parag,1173,909,84,60,868,58,58,45,13,26.06666667,135.1382488,696,59.33503836,303,34.9078341,84,6,0,307,181,5,175,21,21,29.1,61.4,35,10.52571429,0,36,20.57142857,19,17,0,6,1,0,37,0,1,38,370935,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/370900/370935.png"
R Powell,360,254,21,28,244,22,22,19,3,18.94736842,147.5409836,252,70,101,41.39344262,67,1,0,35,21,1,19,2,2,3.1,35,19,11.05263158,0,4,21.05263158,2,2,0,2,1,0,19,0,0,19,322172,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/322100/322172.png"
R Rampaul,51,52,3,2,50,7,7,5,2,10.2,102,24,47.05882353,24,48,23,0,0,319,278,17,270,12,12,45,18.76470588,15.88235294,7.088888889,3,130,48.14814815,25,14,0,8,3,0,4,0,0,4,320111,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/320100/320111.png"
R Ravindra,222,146,22,12,138,10,10,9,1,24.66666667,160.8695652,160,72.07207207,48,34.7826087,61,1,0,7,12,0,12,2,2,2,0,0,3.5,0,5,41.66666667,0,0,0,0,0,0,8,0,1,9,383182,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/383100/383182.png"
R Sai Kishore,13,6,0,2,6,1,1,1,0,13,216.6666667,12,92.30769231,3,50,13,0,0,259,191,13,186,10,10,31,19.92307692,14.30769231,8.35483871,0,56,30.10752688,13,15,0,5,4,0,4,0,0,4,,
R Sanjay Yadav,0,2,0,0,2,1,1,1,0,0,0,0,0,2,100,0,0,0,23,14,0,12,1,1,2,0,0,11.5,0,6,50,3,1,0,2,0,0,0,0,0,0,,
R Sathish,270,236,22,6,231,24,24,16,8,16.875,116.8831169,124,45.92592593,87,37.66233766,27,0,0,233,144,6,139,14,14,23.1,38.83333333,23.16666667,10.05755396,0,30,21.58273381,18,10,0,5,2,0,8,0,7,15,,
R Sharma,66,77,5,3,75,19,19,11,8,6,88,38,57.57575758,46,61.33333333,14,0,0,1100,935,42,928,44,44,154.4,26.19047619,22.0952381,7.112068966,1,334,35.99137931,70,45,0,7,3,0,10,0,0,10,385819,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/385800/385819.png"
R Shepherd,115,68,7,10,63,9,9,5,4,23,182.5396825,88,76.52173913,24,38.0952381,39,0,0,260,133,6,126,8,8,21,43.33333333,21,12.38095238,0,38,30.15873016,22,17,0,7,3,0,0,0,0,0,322037,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/322000/322037.png"
R Shukla,19,23,2,0,23,4,4,1,3,19,82.60869565,8,42.10526316,10,43.47826087,14,0,0,217,130,7,123,7,7,20.3,31,17.57142857,10.58536585,0,38,30.89430894,21,9,0,7,2,0,3,0,3,6,,
R Tewatia,1013,788,84,47,752,65,65,40,25,25.325,134.7074468,618,61.00691017,274,36.43617021,53,1,0,1117,866,36,845,52,52,140.5,31.02777778,23.47222222,7.931360947,2,264,31.24260355,54,61,0,21,3,0,41,0,2,43,322269,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/322200/322269.png"
R Vinay Kumar,310,289,21,9,274,42,42,25,17,12.4,113.1386861,138,44.51612903,103,37.59124088,26,0,0,3041,2186,127,2138,104,104,356.2,23.94488189,16.83464567,8.53414406,1,763,35.68755847,296,100,0,48,5,0,32,0,7,39,,
RA Bawa,11,14,1,0,14,2,2,2,0,5.5,78.57142857,4,36.36363636,7,50,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,339156,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/339100/339156.png"
RA Jadeja,2959,2378,215,107,2280,180,180,106,74,27.91509434,129.7807018,1502,50.76039202,726,31.84210526,62,3,0,4917,3895,169,3834,211,211,639,29.09467456,22.68639053,7.694835681,2,1216,31.71622327,290,207,0,61,5,0,97,0,19,116,316600,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/316600/316600.png"
RA Shaikh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,6,0,6,1,1,1,0,0,11,0,1,16.66666667,2,0,0,0,0,0,0,0,0,0,,
RA Tripathi,2236,1650,223,84,1605,93,93,80,13,27.95,139.3146417,1396,62.43291592,577,35.95015576,93,12,0,12,6,0,6,1,1,1,0,0,12,0,0,0,2,0,0,0,0,0,33,0,1,34,,
RD Chahar,129,127,13,5,124,22,22,15,7,8.6,104.0322581,82,63.56589147,67,54.03225806,25,0,0,2165,1697,76,1665,77,77,277.3,28.48684211,21.90789474,7.801801802,1,574,34.47447447,140,97,0,32,4,0,20,0,0,20,331166,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/331100/331166.png"
RD Gaikwad,2380,1781,217,91,1739,65,65,55,10,43.27272727,136.8602645,1414,59.41176471,596,34.27257044,108,18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,36,322236,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/322200/322236.png"
RE Levi,83,74,10,4,73,6,6,6,0,13.83333333,113.6986301,64,77.10843373,40,54.79452055,50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,322089,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/322000/322089.png"
RE van der Merwe,159,144,11,8,141,15,15,11,4,14.45454545,112.7659574,92,57.86163522,63,44.68085106,35,0,0,515,455,25,443,21,21,73.5,20.6,17.72,6.9751693,1,148,33.40857788,25,17,0,12,3,0,6,0,2,8,386027,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/386000/386027.png"
RG More,2,2,0,0,2,1,1,0,1,0,100,0,0,0,0,2,0,0,63,37,1,35,2,2,5.5,63,35,10.8,0,4,11.42857143,5,1,0,2,1,0,1,0,0,1,,
RG Sharma,6630,5183,599,281,5057,251,251,221,30,30,131.1053985,4082,61.56862745,1910,37.76942851,109,43,2,462,349,16,339,32,32,56.3,28.875,21.1875,8.17699115,0,88,25.95870206,29,14,0,10,4,0,100,0,11,111,385819,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/385800/385819.png"
RJ Gleeson,2,2,0,0,2,1,1,0,1,0,100,0,0,1,50,2,0,0,72,51,1,48,2,2,8,72,48,9,0,19,39.58333333,7,3,0,3,1,0,0,0,0,0,324238,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/324200/324238.png"
RJ Harris,117,112,6,3,112,21,21,12,9,9.75,104.4642857,42,35.8974359,46,41.07142857,17,0,0,1085,865,47,833,37,37,138.5,23.08510638,17.72340426,7.81512605,1,364,43.69747899,119,27,0,32,4,0,18,0,0,18,316520,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/316500/316520.png"
RJ Peterson,32,32,3,1,30,5,5,3,2,10.66666667,106.6666667,18,56.25,13,43.33333333,16,0,0,70,48,3,48,4,4,8,23.33333333,16,8.75,0,21,43.75,5,5,0,0,3,0,1,0,0,1,320386,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/320300/320386.png"
RJ Quiney,103,105,12,3,102,7,7,7,0,14.71428571,100.9803922,66,64.0776699,54,52.94117647,51,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,,
RJW Topley,3,6,0,0,6,1,1,0,1,0,50,0,0,3,50,3,0,0,182,107,5,102,5,5,17,36.4,20.4,10.70588235,0,38,37.25490196,21,9,0,5,2,0,1,0,0,1,383150,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/383100/383150.png"
RK Bhui,10,27,0,0,26,4,4,4,0,2.5,38.46153846,0,0,18,69.23076923,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
RK Singh,893,654,67,46,623,40,40,29,11,30.79310345,143.3386838,544,60.91825308,206,33.06581059,67,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,1,33,,
RM Patidar,799,534,51,54,503,24,24,23,1,34.73913043,158.8469185,528,66.08260325,159,31.61033797,112,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,8,,
RN ten Doeschate,326,238,26,15,235,21,21,14,7,23.28571429,138.7234043,194,59.50920245,77,32.76595745,70,1,0,94,83,3,78,10,10,13,31.33333333,26,7.230769231,0,22,28.20512821,4,3,0,5,1,0,7,0,2,9,322586,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/322500/322586.png"
RP Meredith,0,3,0,0,3,2,2,0,2,0,0,0,0,3,100,0,0,0,621,415,21,390,18,18,65,29.57142857,18.57142857,9.553846154,0,147,37.69230769,63,26,0,25,3,0,2,0,0,2,321603,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/321600/321603.png"
RP Singh,52,78,2,1,76,28,28,14,14,3.714285714,68.42105263,14,26.92307692,39,51.31578947,10,0,0,2417,1874,100,1788,82,82,298,24.17,17.88,8.110738255,1,744,41.61073826,254,70,0,86,5,0,27,0,7,34,,
RR Bhatkal,0,2,0,0,2,1,1,1,0,0,0,0,0,2,100,0,0,0,35,12,0,12,1,1,2,0,0,17.5,0,0,0,2,3,0,0,0,0,1,0,0,1,,
RR Bose,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,12,0,12,1,1,2,0,0,12,0,5,41.66666667,5,0,0,0,0,0,0,0,0,0,,
RR Pant,3297,2296,298,154,2215,110,110,91,19,36.23076923,148.8487585,2116,64.17955717,731,33.00225734,128,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,23,2,100,323036,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/323000/323036.png"
RR Powar,67,64,6,1,64,9,9,2,7,33.5,104.6875,30,44.7761194,27,42.1875,28,0,0,538,443,15,427,26,26,71.1,35.86666667,28.46666667,7.55971897,0,166,38.87587822,41,18,0,16,2,0,5,0,0,5,,
RR Raje,20,18,1,1,18,5,5,1,4,20,111.1111111,10,50,6,33.33333333,11,0,0,214,144,7,140,10,10,23.2,30.57142857,20,9.171428571,1,39,27.85714286,23,4,0,4,2,0,3,0,1,4,,
RR Rossouw,473,321,45,25,308,22,22,20,2,23.65,153.5714286,330,69.76744186,116,37.66233766,82,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,10,316651,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/316600/316651.png"
RR Sarwan,73,78,6,1,75,4,4,3,1,24.33333333,97.33333333,30,41.09589041,31,41.33333333,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,,
RS Bopara,531,468,39,16,453,22,22,17,5,31.23529412,117.218543,252,47.45762712,160,35.3200883,84,3,0,301,213,13,206,14,14,34.2,23.15384615,15.84615385,8.766990291,0,61,29.61165049,25,10,0,7,3,0,4,0,0,4,316536,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/316500/316536.png"
RS Gavaskar,2,8,0,0,8,1,1,1,0,2,25,0,0,6,75,2,0,0,8,6,0,6,1,1,1,0,0,8,0,2,33.33333333,1,0,0,0,0,0,0,0,0,0,,
RS Hangargekar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,43,3,37,2,2,6.1,20,12.33333333,9.72972973,0,14,37.83783784,6,2,0,6,3,0,0,0,0,0,339157,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/339100/339157.png"
RS Sodhi,4,2,1,0,2,1,1,0,1,0,200,4,100,1,50,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,,
RT Ponting,91,129,5,2,128,9,9,8,1,11.375,71.09375,32,35.16483516,68,53.125,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,319711,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/319700/319711.png"
RV Gomez,50,53,5,1,51,9,9,5,4,10,98.03921569,26,52,25,49.01960784,26,0,0,130,97,6,96,9,9,16,21.66666667,16,8.125,1,37,38.54166667,10,7,0,1,2,0,3,0,1,4,,
RV Patel,80,76,6,2,73,7,7,4,3,20,109.5890411,36,45,26,35.61643836,23,0,0,22,20,0,18,1,1,3,0,0,7.333333333,0,5,27.77777778,2,0,0,2,0,0,3,0,0,3,339158,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/339100/339158.png"
RV Uthappa,4954,3927,481,182,3801,197,197,175,22,28.30857143,130.3341226,3016,60.88009689,1472,38.72665088,88,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,32,9,133,322555,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/322500/322555.png"
RW Price,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,18,0,18,1,1,3,0,0,11,0,1,5.555555556,2,2,0,0,0,0,0,0,0,0,320347,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/320300/320347.png"
Rahmanullah Gurbaz,289,228,24,19,216,13,13,13,0,22.23076923,133.7962963,210,72.66435986,107,49.53703704,81,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,1,16,383237,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/383200/383237.png"
Ramandeep Singh,170,106,8,13,102,13,13,6,7,28.33333333,166.6666667,110,64.70588235,33,32.35294118,35,0,0,64,45,6,40,4,4,6.4,10.66666667,6.666666667,9.6,0,12,30,5,3,0,5,3,0,11,0,2,13,,
Rashid Khan,545,355,39,38,337,58,58,37,21,14.72972973,161.7210682,384,70.4587156,131,38.87240356,79,1,0,3340,2901,157,2872,121,121,478.4,21.27388535,18.29299363,6.977715877,3,1060,36.90807799,218,128,0,29,5,1,41,0,3,44,383228,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/383200/383228.png"
Rasikh Salam,40,40,5,0,40,6,6,5,1,8,100,20,50,19,47.5,10,0,0,341,207,9,197,11,11,32.5,37.88888889,21.88888889,10.3857868,0,56,28.42639594,25,20,0,10,3,0,2,0,0,2,341040,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/341000/341040.png"
Ravi Bishnoi,32,52,2,0,50,14,14,7,7,4.571428571,64,8,25,28,56,6,0,0,1861,1460,68,1416,65,65,236,27.36764706,20.82352941,7.88559322,1,492,34.74576271,134,77,0,44,3,0,18,0,3,21,,
